   52.0776   115.6598  -223.2729 
  190.6967   180.2623   -93.8004 
   31.8971    66.6070  -181.5514 
   18.4188    97.1761    49.1189 
  109.5956   130.1614  -243.3283 
   12.6764   199.7446  -183.6035 
   28.8273   101.4152  -182.1479 
  212.3637   191.2927  -126.5728 
  115.8361   113.0113  -228.7665 
  -16.1481   157.6205  -127.0784 
   88.9000   -24.0144   -67.8561 
   67.7493   270.3642  -105.8767 
  -15.8172   135.9282  -114.9858 
   29.0742    84.1008    65.7309 
  -40.8953   112.0944   -72.0319 
   47.6058   152.6306  -227.9360 
  -70.0594    83.7726   -36.5442 
  -11.6017   171.8536  -103.4361 
   52.5309   -15.3195  -124.5505 
  -19.2009   -31.0412   -93.4972 
  155.6896   134.2892   -33.3154 
   39.2637   256.8269  -158.7175 
   11.5715   216.0566  -167.2135 
  -16.6746   136.4848   -16.1485 
   -5.8720    99.6097    56.3847 
  119.3621    13.1429   -25.9287 
   82.3888    56.1717  -177.3485 
  121.2677    27.7145    -5.4643 
  158.7998    80.2072  -145.7144 
  190.1160   124.2113  -136.2694 
  120.1512     9.5698   -63.7438 
  -12.2157    90.4275  -157.0008 
   -7.1585   178.8000   -93.8338 
  -94.6897    17.5612   -54.0095 
  112.3800    79.3699  -194.3471 
   42.6878   -16.6947  -125.9747 
  -25.7790   -10.9668  -101.0907 
  140.3696   238.7321   -59.0811 
    2.4828   194.8421  -160.4247 
  -20.9637    41.3715  -134.0678 
   10.5295   115.2705  -199.9778 
   57.7158    19.5831  -150.8873 
    5.3049   186.8706  -169.1505 
    5.8907   -41.1917  -101.6181 
   49.7547   249.5556  -117.8156 
   37.7039    99.1272    48.7264 
  193.4261   146.8448  -138.0013 
   92.1034   112.3176    24.4883 
   36.2447   216.2611  -199.4042 
  -22.6262   149.9971  -119.1117 
  137.3375    76.6944   -10.3912 
  -54.1052    49.1611   -94.8164 
   86.0306   243.0652   -80.5908 
  128.2393    39.1690  -135.9304 
  132.7141   111.5356   -15.9126 
  139.1047    80.4688  -174.9727 
    4.7270   -60.3003   -74.6762 
   35.4906   243.1935  -197.4713 
  122.1351     8.5328   -60.8080 
   24.5584   192.8115   -40.1456 
  116.0845    42.5066  -165.2006 
   -0.6132   153.8816   -26.8820 
    8.9017   -39.9716   -89.1584 
  193.3848   128.5721   -96.2427 
  117.5860   101.2019    -4.3184 
  -25.8622    33.6638  -112.4469 
  -63.9780    85.3968   -13.7439 
  102.3786     6.7572    26.5874 
  210.8378   156.4422  -168.0170 
  -23.6713   144.9488   -98.6497 
   15.1087   -58.4099   -92.7489 
  -10.3301   142.9579  -139.6474 
   71.4997   162.9569     0.9363 
    1.0479   -11.6703  -123.2706 
   90.7089    65.9211    29.6307 
  -24.1440   132.0119  -110.1462 
  -22.9317    85.1606  -135.5650 
   98.0843   139.9564    11.2004 
   -1.0577   127.5638  -179.9709 
   43.2444    27.9412  -154.8499 
  196.4055   131.4941  -155.6665 
  120.4515    86.1307  -190.2402 
  -46.6706    33.4456  -107.6020 
    7.6857   165.4723  -173.0504 
  -11.7956    85.2344  -158.9768 
  -12.5568    81.0577  -156.7163 
   28.4225   -67.6571   -63.9104 
  -55.3919    82.2607    17.9414 
  173.8158   196.4248   -79.3284 
  196.5680   173.8161  -114.1563 
  101.9738     4.9981    37.6555 
   97.0215    -0.7081  -114.5676 
  -29.1771    84.1082  -117.3956 
  127.1176   101.6441  -216.4320 
   70.2686    84.6338  -194.8412 
  207.9551   161.3708  -113.5283 
  -78.7786    49.7713   -52.4027 
   50.5853   -60.1175   -54.3071 
   92.6733   -34.8771   -38.9967 
   99.3598    82.7227  -206.2449 
  161.0212   246.5460   -93.5560 
   50.7257    54.4931  -171.7547 
  156.7850    65.8397   -63.4477 
  132.8374    28.6291   -87.0032 
   12.4483   -61.7594   -76.6745 
