# szkennelt pontfelho, gomb
-0.9725000 0.6946000 66.6371000
-0.9725000 0.7122000 66.6983000
-0.9724000 0.6945000 66.6406000
-0.9724000 0.7084000 66.6923000
-0.9723000 0.7015000 66.6215000
-0.9723000 0.7047000 66.6898000
-0.9722000 0.7692000 66.7098000
-0.9721000 0.7460000 66.7114000
-0.9720000 0.7312000 66.7078000
-0.9719000 0.6974000 66.6780000
-0.9719000 0.7841000 66.7032000
-0.9718000 0.7649000 66.7109000
-0.9717000 0.7384000 66.7098000
-0.9717000 0.7727000 66.7092000
-0.9716000 0.7007000 66.6808000
-0.9716000 0.7120000 66.6084000
-0.9715000 0.6938000 66.6446000
-0.9715000 0.7607000 66.7119000
-0.9713000 0.6936000 66.6654000
-0.9713000 0.7040000 66.6869000
-0.9713000 0.7268000 66.7056000
-0.9712000 0.6936000 66.6586000
-0.9712000 0.6972000 66.6300000
-0.9711000 0.6969000 66.6750000
-0.9711000 0.7489000 66.7111000
-0.9710000 0.6934000 66.6621000
-0.9710000 0.6935000 66.6484000
-0.9710000 0.7149000 66.6981000
-0.9710000 0.7194000 66.6031000
-0.9709000 0.7040000 66.6178000
-0.9709000 0.7111000 66.6956000
-0.9709000 0.7227000 66.7032000
-0.9707000 0.6932000 66.6520000
-0.9707000 0.6932000 66.6554000
-0.9707000 0.6965000 66.6718000
-0.9706000 0.7071000 66.6898000
-0.9705000 0.7034000 66.6839000
-0.9704000 0.6998000 66.6779000
-0.9702000 0.6962000 66.6686000
-0.9702000 0.7072000 66.6137000
-0.9702000 0.7183000 66.7010000
-0.9701000 0.7408000 66.7097000
-0.9700000 0.6963000 66.6341000
-0.9700000 0.6998000 66.6262000
-0.9699000 0.7334000 66.7080000
-0.9699000 0.7789000 66.7049000
-0.9697000 0.7102000 66.6928000
-0.9696000 0.7515000 66.7110000
-0.9696000 0.7748000 66.7059000
-0.9696000 0.7859000 66.7000000
-0.9695000 0.6957000 66.6655000
-0.9695000 0.7440000 66.7092000
-0.9695000 0.7553000 66.7102000
-0.9694000 0.7026000 66.6810000
-0.9694000 0.7143000 66.6085000
-0.9694000 0.7292000 66.7057000
-0.9693000 0.6990000 66.6751000
-0.9692000 0.6957000 66.6380000
-0.9692000 0.7220000 66.6030000
-0.9690000 0.7252000 66.7033000
-0.9689000 0.7212000 66.7008000
-0.9689000 0.7363000 66.7077000
-0.9689000 0.7473000 66.7087000
-0.9688000 0.6987000 66.6719000
-0.9688000 0.7134000 66.6957000
-0.9686000 0.7057000 66.6874000
-0.9685000 0.6951000 66.6626000
-0.9684000 0.7093000 66.6900000
-0.9684000 0.7170000 66.6985000
-0.9684000 0.7622000 66.7090000
-0.9683000 0.6950000 66.6420000
-0.9683000 0.6986000 66.6306000
-0.9683000 0.7021000 66.6228000
-0.9682000 0.6948000 66.6593000
-0.9682000 0.6949000 66.6524000
-0.9682000 0.7582000 66.7099000
-0.9681000 0.7660000 66.7083000
-0.9681000 0.7699000 66.7074000
-0.9680000 0.6947000 66.6560000
-0.9680000 0.6948000 66.6491000
-0.9680000 0.7056000 66.6184000
-0.9678000 0.6980000 66.6690000
-0.9678000 0.7015000 66.6784000
-0.9677000 0.7092000 66.6141000
-0.9677000 0.7248000 66.6028000
-0.9676000 0.6981000 66.6345000
-0.9676000 0.7125000 66.6929000
-0.9676000 0.7389000 66.7075000
-0.9675000 0.6944000 66.6459000
-0.9674000 0.7048000 66.6846000
-0.9671000 0.7312000 66.7059000
-0.9670000 0.6974000 66.6660000
-0.9670000 0.7495000 66.7088000
-0.9669000 0.7274000 66.7034000
-0.9668000 0.7163000 66.6090000
-0.9668000 0.7235000 66.7009000
-0.9668000 0.7420000 66.7070000
-0.9667000 0.6972000 66.6524000
-0.9667000 0.7010000 66.6271000
-0.9667000 0.7157000 66.6959000
-0.9667000 0.7196000 66.6984000
-0.9667000 0.7799000 66.7021000
-0.9667000 0.7874000 66.6970000
-0.9666000 0.6971000 66.6627000
-0.9666000 0.7042000 66.6816000
-0.9666000 0.7345000 66.7053000
-0.9665000 0.7530000 66.7081000
-0.9664000 0.7078000 66.6876000
-0.9663000 0.6971000 66.6387000
-0.9663000 0.7006000 66.6309000
-0.9663000 0.7115000 66.6902000
-0.9663000 0.7120000 66.6139000
-0.9662000 0.6969000 66.6561000
-0.9662000 0.7004000 66.6757000
-0.9661000 0.6969000 66.6423000
-0.9661000 0.7451000 66.7066000
-0.9660000 0.6968000 66.6458000
-0.9660000 0.7041000 66.6231000
-0.9659000 0.6967000 66.6493000
-0.9659000 0.7720000 66.7041000
-0.9658000 0.6966000 66.6597000
-0.9657000 0.7562000 66.7077000
-0.9656000 0.7754000 66.7035000
-0.9655000 0.7075000 66.6189000
-0.9655000 0.7148000 66.6931000
-0.9654000 0.7186000 66.6957000
-0.9654000 0.7945000 66.6888000
-0.9653000 0.6997000 66.6728000
-0.9653000 0.6999000 66.6349000
-0.9653000 0.7299000 66.7034000
-0.9652000 0.7032000 66.6788000
-0.9652000 0.7261000 66.7008000
-0.9652000 0.7371000 66.7052000
-0.9652000 0.7901000 66.6934000
-0.9651000 0.7069000 66.6848000
-0.9651000 0.7266000 66.6033000
-0.9649000 0.7187000 66.6091000
-0.9649000 0.7635000 66.7063000
-0.9648000 0.7220000 66.6985000
-0.9648000 0.7821000 66.6987000
-0.9647000 0.7447000 66.5985000
-0.9647000 0.7672000 66.7056000
-0.9646000 0.6992000 66.6698000
-0.9646000 0.6994000 66.6387000
-0.9646000 0.7031000 66.6274000
-0.9646000 0.7593000 66.7073000
-0.9645000 0.7299000 66.6026000
-0.9643000 0.6990000 66.6665000
-0.9643000 0.6991000 66.6424000
-0.9642000 0.6990000 66.6597000
-0.9642000 0.6990000 66.6631000
-0.9642000 0.7062000 66.6819000
-0.9642000 0.7100000 66.6878000
-0.9642000 0.7328000 66.7030000
-0.9642000 0.7400000 66.7048000
-0.9642000 0.7474000 66.7066000
-0.9642000 0.8025000 66.6732000
-0.9641000 0.7138000 66.6904000
-0.9640000 0.6989000 66.6495000
-0.9640000 0.6989000 66.6529000
-0.9640000 0.6989000 66.6563000
-0.9640000 0.6990000 66.6460000
-0.9640000 0.7024000 66.6760000
-0.9638000 0.7175000 66.6930000
-0.9638000 0.7403000 66.6001000
-0.9638000 0.7509000 66.7060000
-0.9637000 0.7062000 66.6234000
-0.9637000 0.7775000 66.7001000
-0.9636000 0.7287000 66.7007000
-0.9635000 0.7021000 66.6729000
-0.9635000 0.7022000 66.6315000
-0.9634000 0.7248000 66.6983000
-0.9632000 0.7055000 66.6790000
-0.9632000 0.7136000 66.6145000
-0.9632000 0.7327000 66.6024000
-0.9631000 0.7018000 66.6697000
-0.9631000 0.7096000 66.6192000
-0.9631000 0.7208000 66.6959000
-0.9630000 0.7361000 66.6015000
-0.9630000 0.7427000 66.7046000
-0.9630000 0.7541000 66.7055000
-0.9630000 0.8060000 66.6585000
-0.9629000 0.7091000 66.6850000
-0.9628000 0.7018000 66.6353000
-0.9627000 0.7054000 66.6274000
-0.9627000 0.7693000 66.7022000
-0.9626000 0.7209000 66.6093000
-0.9626000 0.7352000 66.7030000
-0.9626000 0.7546000 66.6002000
-0.9625000 0.7014000 66.6665000
-0.9625000 0.7051000 66.6759000
-0.9625000 0.7965000 66.6822000
-0.9623000 0.7013000 66.6391000
-0.9621000 0.7124000 66.6879000
-0.9621000 0.7312000 66.7006000
-0.9621000 0.7612000 66.7042000
-0.9620000 0.7010000 66.6634000
-0.9620000 0.7011000 66.6496000
-0.9620000 0.7725000 66.7017000
-0.9619000 0.7456000 66.7043000
-0.9619000 0.7835000 66.6958000
-0.9618000 0.7010000 66.6462000
-0.9617000 0.7159000 66.6906000
-0.9617000 0.7381000 66.7026000
-0.9616000 0.7008000 66.6429000
-0.9616000 0.7046000 66.6315000
-0.9616000 0.7082000 66.6823000
-0.9616000 0.7570000 66.7053000
-0.9615000 0.7007000 66.6602000
-0.9615000 0.7163000 66.6145000
-0.9615000 0.7196000 66.6933000
-0.9614000 0.7042000 66.6731000
-0.9613000 0.7005000 66.6534000
-0.9613000 0.7645000 66.7037000
-0.9612000 0.7268000 66.6985000
-0.9611000 0.7004000 66.6570000
-0.9611000 0.7488000 66.7038000
-0.9610000 0.7867000 66.6919000
-0.9609000 0.7339000 66.7004000
-0.9608000 0.7076000 66.6792000
-0.9608000 0.7079000 66.6240000
-0.9608000 0.7114000 66.6852000
-0.9608000 0.7234000 66.6093000
-0.9606000 0.7227000 66.6962000
-0.9606000 0.7300000 66.6980000
-0.9606000 0.7787000 66.6973000
-0.9606000 0.7905000 66.6876000
-0.9605000 0.7116000 66.6196000
-0.9604000 0.7408000 66.7024000
-0.9603000 0.7036000 66.6357000
-0.9603000 0.7149000 66.6879000
-0.9603000 0.7748000 66.6982000
-0.9600000 0.7032000 66.6703000
-0.9600000 0.7518000 66.7035000
-0.9599000 0.7108000 66.6822000
-0.9599000 0.7184000 66.6906000
-0.9598000 0.7031000 66.6636000
-0.9597000 0.7068000 66.6764000
-0.9596000 0.7030000 66.6671000
-0.9596000 0.7365000 66.7002000
-0.9595000 0.7069000 66.6282000
-0.9594000 0.7255000 66.6960000
-0.9594000 0.7437000 66.7020000
-0.9594000 0.7552000 66.7029000
-0.9593000 0.7028000 66.6432000
-0.9593000 0.8030000 66.6497000
-0.9592000 0.7141000 66.6850000
-0.9592000 0.7259000 66.6092000
-0.9592000 0.8029000 66.6569000
-0.9591000 0.7027000 66.6467000
-0.9591000 0.7064000 66.6733000
-0.9591000 0.7183000 66.6148000
-0.9591000 0.7702000 66.6996000
-0.9590000 0.7026000 66.6606000
-0.9590000 0.7027000 66.6399000
-0.9590000 0.7063000 66.6699000
-0.9590000 0.7105000 66.6239000
-0.9590000 0.7178000 66.6877000
-0.9590000 0.7664000 66.7005000
-0.9590000 0.7811000 66.6937000
-0.9588000 0.7587000 66.7023000
-0.9587000 0.7099000 66.6794000
-0.9587000 0.7213000 66.6937000
-0.9587000 0.7322000 66.6981000
-0.9587000 0.7624000 66.7015000
-0.9586000 0.7062000 66.6322000
-0.9585000 0.7023000 66.6574000
-0.9585000 0.7140000 66.6197000
-0.9584000 0.7021000 66.6540000
-0.9584000 0.7284000 66.6956000
-0.9583000 0.7021000 66.6506000
-0.9583000 0.7058000 66.6669000
-0.9583000 0.7466000 66.7017000
-0.9583000 0.8021000 66.6538000
-0.9582000 0.7288000 66.6088000
-0.9582000 0.7355000 66.6975000
-0.9582000 0.7391000 66.7001000
-0.9581000 0.7095000 66.6763000
-0.9581000 0.7133000 66.6822000
-0.9581000 0.7208000 66.6907000
-0.9579000 0.7057000 66.6361000
-0.9579000 0.7927000 66.6809000
-0.9578000 0.7971000 66.6729000
-0.9577000 0.7054000 66.6637000
-0.9577000 0.7840000 66.6900000
-0.9576000 0.7054000 66.6397000
-0.9575000 0.7053000 66.6604000
-0.9575000 0.7166000 66.6850000
-0.9575000 0.7208000 66.6147000
-0.9575000 0.7241000 66.6935000
-0.9574000 0.7092000 66.6283000
-0.9574000 0.7466000 66.6043000
-0.9573000 0.7089000 66.6733000
-0.9573000 0.7317000 66.6084000
-0.9572000 0.7051000 66.6571000
-0.9572000 0.7168000 66.6194000
-0.9572000 0.7581000 66.6048000
-0.9571000 0.7126000 66.6793000
-0.9571000 0.7496000 66.7014000
-0.9571000 0.7877000 66.6858000
-0.9570000 0.7049000 66.6538000
-0.9570000 0.7200000 66.6878000
-0.9569000 0.7049000 66.6435000
-0.9569000 0.7049000 66.6504000
-0.9569000 0.7309000 66.6955000
-0.9569000 0.7345000 66.6947000
-0.9569000 0.7424000 66.6056000
-0.9569000 0.7533000 66.7006000
-0.9569000 0.7720000 66.6964000
-0.9568000 0.7048000 66.6471000
-0.9568000 0.7350000 66.6076000
-0.9567000 0.7126000 66.6243000
-0.9567000 0.7416000 66.6999000
-0.9567000 0.7755000 66.6957000
-0.9564000 0.7083000 66.6703000
-0.9564000 0.7383000 66.6069000
-0.9563000 0.7567000 66.7001000
-0.9562000 0.7084000 66.6325000
-0.9562000 0.7236000 66.6145000
-0.9562000 0.7679000 66.6976000
-0.9562000 0.7789000 66.6916000
-0.9561000 0.7267000 66.6933000
-0.9561000 0.7271000 66.6136000
-0.9561000 0.7604000 66.6993000
-0.9561000 0.7641000 66.6985000
-0.9560000 0.7374000 66.6977000
-0.9560000 0.7449000 66.6994000
-0.9559000 0.7079000 66.6672000
-0.9559000 0.7081000 66.6362000
-0.9559000 0.7081000 66.6396000
-0.9559000 0.7117000 66.6765000
-0.9558000 0.7229000 66.6909000
-0.9557000 0.7079000 66.6432000
-0.9557000 0.7228000 66.6876000
-0.9556000 0.7118000 66.6283000
-0.9556000 0.7190000 66.6851000
-0.9555000 0.7076000 66.6640000
-0.9555000 0.7152000 66.6826000
-0.9554000 0.7193000 66.6194000
-0.9553000 0.7482000 66.6989000
-0.9552000 0.7296000 66.6930000
-0.9552000 0.7820000 66.6877000
-0.9551000 0.7074000 66.6470000
-0.9551000 0.7149000 66.6794000
-0.9551000 0.7260000 66.6904000
-0.9551000 0.7367000 66.6947000
-0.9550000 0.7152000 66.6242000
-0.9550000 0.7330000 66.6922000
-0.9549000 0.7072000 66.6608000
-0.9549000 0.7902000 66.6789000
-0.9548000 0.7111000 66.6323000
-0.9548000 0.7221000 66.6846000
-0.9547000 0.7108000 66.6737000
-0.9547000 0.7703000 66.6940000
-0.9546000 0.7070000 66.6576000
-0.9546000 0.7515000 66.6983000
-0.9546000 0.7857000 66.6836000
-0.9545000 0.7182000 66.6822000
-0.9545000 0.7400000 66.6976000
-0.9545000 0.7437000 66.6967000
-0.9544000 0.7106000 66.6705000
-0.9544000 0.7255000 66.6874000
-0.9544000 0.7943000 66.6711000
-0.9543000 0.7144000 66.6764000
-0.9542000 0.7067000 66.6509000
-0.9542000 0.7550000 66.6977000
-0.9541000 0.7626000 66.6960000
-0.9540000 0.7065000 66.6545000
-0.9540000 0.7291000 66.6138000
-0.9538000 0.7102000 66.6673000
-0.9538000 0.7104000 66.6363000
-0.9538000 0.7357000 66.6920000
-0.9538000 0.7732000 66.6936000
-0.9537000 0.7142000 66.6284000
-0.9537000 0.7514000 66.6079000
-0.9536000 0.7216000 66.6195000
-0.9536000 0.7585000 66.6970000
-0.9535000 0.7178000 66.6240000
-0.9535000 0.7468000 66.6963000
-0.9534000 0.7657000 66.6954000
-0.9533000 0.7138000 66.6321000
-0.9533000 0.7281000 66.6905000
-0.9532000 0.7135000 66.6736000
-0.9532000 0.7389000 66.6948000
-0.9532000 0.7936000 66.6362000
-0.9531000 0.7172000 66.6795000
-0.9531000 0.7321000 66.6133000
-0.9531000 0.7764000 66.6896000
-0.9530000 0.7096000 66.6643000
-0.9530000 0.7426000 66.6941000
-0.9528000 0.7096000 66.6403000
-0.9528000 0.7096000 66.6438000
-0.9528000 0.7096000 66.6472000
-0.9528000 0.7135000 66.6358000
-0.9528000 0.7207000 66.6822000
-0.9528000 0.7246000 66.6190000
-0.9526000 0.7094000 66.6508000
-0.9526000 0.7312000 66.6900000
-0.9526000 0.7354000 66.6126000
-0.9526000 0.7499000 66.6959000
-0.9525000 0.7093000 66.6543000
-0.9525000 0.7093000 66.6611000
-0.9524000 0.7239000 66.6849000
-0.9523000 0.7654000 66.6118000
-0.9523000 0.7796000 66.6857000
-0.9523000 0.7926000 66.6687000
-0.9522000 0.7091000 66.6579000
-0.9522000 0.7130000 66.6397000
-0.9522000 0.7536000 66.6952000
-0.9521000 0.7127000 66.6707000
-0.9521000 0.7683000 66.6918000
-0.9521000 0.7719000 66.6910000
-0.9520000 0.7164000 66.6766000
-0.9520000 0.7272000 66.6877000
-0.9520000 0.7386000 66.6120000
-0.9520000 0.7462000 66.6099000
-0.9520000 0.7879000 66.6769000
-0.9519000 0.7571000 66.6945000
-0.9519000 0.7609000 66.6936000
-0.9518000 0.7165000 66.6285000
-0.9518000 0.7342000 66.6895000
-0.9518000 0.7422000 66.6111000
-0.9518000 0.7455000 66.6938000
-0.9517000 0.7378000 66.6921000
-0.9517000 0.7833000 66.6815000
-0.9515000 0.7200000 66.6242000
-0.9514000 0.7641000 66.6930000
-0.9513000 0.7159000 66.6736000
-0.9513000 0.7270000 66.6189000
-0.9513000 0.7303000 66.6872000
-0.9512000 0.7122000 66.6437000
-0.9512000 0.7122000 66.6609000
-0.9512000 0.7194000 66.6796000
-0.9512000 0.7572000 66.6108000
-0.9511000 0.7120000 66.6575000
-0.9511000 0.7120000 66.6678000
-0.9511000 0.7121000 66.6506000
-0.9511000 0.7160000 66.6324000
-0.9511000 0.7411000 66.6916000
-0.9511000 0.7748000 66.6872000
-0.9511000 0.7916000 66.6657000
-0.9510000 0.7120000 66.6542000
-0.9510000 0.7120000 66.6644000
-0.9510000 0.7159000 66.6359000
-0.9510000 0.7265000 66.6848000
-0.9508000 0.7486000 66.6933000
-0.9507000 0.7119000 66.6474000
-0.9507000 0.7226000 66.6824000
-0.9506000 0.7301000 66.6183000
-0.9505000 0.7522000 66.6926000
-0.9505000 0.7706000 66.6883000
-0.9503000 0.7153000 66.6397000
-0.9503000 0.7559000 66.6918000
-0.9502000 0.7150000 66.6708000
-0.9502000 0.7151000 66.6640000
-0.9502000 0.7190000 66.6284000
-0.9502000 0.7779000 66.6832000
-0.9501000 0.7150000 66.6674000
-0.9501000 0.7186000 66.6733000
-0.9501000 0.7186000 66.6768000
-0.9501000 0.7366000 66.6895000
-0.9500000 0.7328000 66.6870000
-0.9499000 0.7333000 66.6177000
-0.9498000 0.7185000 66.6701000
-0.9498000 0.7220000 66.6794000
-0.9498000 0.7256000 66.6820000
-0.9498000 0.7291000 66.6845000
-0.9498000 0.7592000 66.6912000
-0.9497000 0.7148000 66.6435000
-0.9497000 0.7223000 66.6242000
-0.9497000 0.7628000 66.6904000
-0.9497000 0.7816000 66.6791000
-0.9496000 0.7186000 66.6322000
-0.9496000 0.7399000 66.6889000
-0.9495000 0.7437000 66.6914000
-0.9495000 0.7662000 66.6897000
-0.9495000 0.7819000 66.6262000
-0.9495000 0.7858000 66.6746000
-0.9494000 0.7256000 66.6234000
-0.9494000 0.7666000 66.6160000
-0.9493000 0.7145000 66.6472000
-0.9493000 0.7252000 66.6788000
-0.9492000 0.7144000 66.6541000
-0.9492000 0.7144000 66.6576000
-0.9492000 0.7144000 66.6610000
-0.9492000 0.7219000 66.6280000
-0.9491000 0.7363000 66.6172000
-0.9491000 0.7900000 66.6632000
-0.9490000 0.7358000 66.6866000
-0.9490000 0.7400000 66.6162000
-0.9490000 0.7477000 66.6141000
-0.9490000 0.7731000 66.6848000
-0.9490000 0.7858000 66.6325000
-0.9490000 0.7900000 66.6421000
-0.9489000 0.7142000 66.6509000
-0.9489000 0.7213000 66.6765000
-0.9489000 0.7249000 66.6757000
-0.9489000 0.7471000 66.6909000
-0.9488000 0.7177000 66.6672000
-0.9488000 0.7514000 66.6132000
-0.9487000 0.7179000 66.6362000
-0.9487000 0.7287000 66.6229000
-0.9486000 0.7214000 66.6318000
-0.9486000 0.7318000 66.6843000
-0.9486000 0.7546000 66.6892000
-0.9485000 0.7281000 66.6818000
-0.9485000 0.7587000 66.6149000
-0.9484000 0.7176000 66.6398000
-0.9484000 0.7765000 66.6807000
-0.9483000 0.7209000 66.6734000
-0.9483000 0.7247000 66.6276000
-0.9483000 0.7428000 66.6886000
-0.9483000 0.7505000 66.6903000
-0.9482000 0.7432000 66.6156000
-0.9482000 0.7580000 66.6885000
-0.9482000 0.7687000 66.6860000
-0.9482000 0.7804000 66.6763000
-0.9481000 0.7172000 66.6641000
-0.9481000 0.7173000 66.6504000
-0.9481000 0.7388000 66.6862000
-0.9480000 0.7615000 66.6878000
-0.9479000 0.7171000 66.6470000
-0.9479000 0.7172000 66.6435000
-0.9479000 0.7242000 66.6727000
-0.9479000 0.7891000 66.6462000
-0.9478000 0.7276000 66.6787000
-0.9477000 0.7169000 66.6609000
-0.9477000 0.7279000 66.6270000
-0.9477000 0.7347000 66.6839000
-0.9475000 0.7204000 66.6704000
-0.9474000 0.7167000 66.6576000
-0.9474000 0.7168000 66.6542000
-0.9474000 0.7204000 66.6360000
-0.9474000 0.7421000 66.6857000
-0.9474000 0.7761000 66.6249000
-0.9474000 0.7842000 66.6722000
-0.9474000 0.7886000 66.6606000
-0.9473000 0.7885000 66.6571000
-0.9472000 0.7311000 66.6228000
-0.9472000 0.7644000 66.6873000
-0.9471000 0.7306000 66.6817000
-0.9470000 0.7200000 66.6672000
-0.9470000 0.7380000 66.6834000
-0.9469000 0.7234000 66.6698000
-0.9469000 0.7455000 66.6884000
-0.9469000 0.7532000 66.6866000
-0.9468000 0.7268000 66.6759000
-0.9468000 0.7345000 66.6220000
-0.9468000 0.7681000 66.6201000
-0.9468000 0.7714000 66.6824000
-0.9467000 0.7199000 66.6398000
-0.9467000 0.7235000 66.6319000
-0.9467000 0.7340000 66.6810000
-0.9467000 0.7536000 66.6169000
-0.9467000 0.7568000 66.6858000
-0.9467000 0.7835000 66.6691000
-0.9466000 0.7492000 66.6877000
-0.9465000 0.7197000 66.6434000
-0.9464000 0.7715000 66.6229000
-0.9464000 0.7879000 66.6505000
-0.9464000 0.7879000 66.6540000
-0.9463000 0.7194000 66.6642000
-0.9462000 0.7194000 66.6608000
-0.9462000 0.7195000 66.6470000
-0.9462000 0.7378000 66.6213000
-0.9461000 0.7193000 66.6574000
-0.9461000 0.7228000 66.6668000
-0.9461000 0.7671000 66.6836000
-0.9460000 0.7193000 66.6506000
-0.9460000 0.7266000 66.6314000
-0.9460000 0.7492000 66.6183000
-0.9460000 0.7599000 66.6853000
-0.9460000 0.7604000 66.6189000
-0.9460000 0.7746000 66.6784000
-0.9458000 0.7297000 66.6789000
-0.9458000 0.7371000 66.6805000
-0.9458000 0.7413000 66.6205000
-0.9458000 0.7486000 66.6846000
-0.9458000 0.7785000 66.6740000
-0.9457000 0.7190000 66.6542000
-0.9457000 0.7260000 66.6730000
-0.9457000 0.7333000 66.6781000
-0.9457000 0.7828000 66.6660000
-0.9457000 0.7829000 66.6379000
-0.9456000 0.7225000 66.6637000
-0.9456000 0.7446000 66.6856000
-0.9456000 0.7450000 66.6196000
-0.9455000 0.7406000 66.6832000
-0.9455000 0.7630000 66.6848000
-0.9454000 0.7225000 66.6361000
-0.9453000 0.7258000 66.6664000
-0.9452000 0.7222000 66.6604000
-0.9452000 0.7257000 66.6698000
-0.9452000 0.7259000 66.6353000
-0.9452000 0.7295000 66.6274000
-0.9451000 0.7222000 66.6398000
-0.9451000 0.7332000 66.6265000
-0.9451000 0.7518000 66.6841000
-0.9451000 0.7700000 66.6798000
-0.9451000 0.7782000 66.6322000
-0.9450000 0.7220000 66.6571000
-0.9449000 0.7290000 66.6760000
-0.9449000 0.7327000 66.6751000
-0.9449000 0.7478000 66.6817000
-0.9449000 0.7554000 66.6833000
-0.9448000 0.7220000 66.6434000
-0.9448000 0.7661000 66.6808000
-0.9447000 0.7589000 66.6825000
-0.9446000 0.7218000 66.6470000
-0.9446000 0.7438000 66.6827000
-0.9445000 0.7217000 66.6505000
-0.9445000 0.7252000 66.6633000
-0.9445000 0.7290000 66.6313000
-0.9445000 0.7399000 66.6803000
-0.9445000 0.7555000 66.6207000
-0.9445000 0.7627000 66.6223000
-0.9445000 0.7818000 66.6632000
-0.9444000 0.7216000 66.6540000
-0.9444000 0.7253000 66.6392000
-0.9444000 0.7325000 66.6304000
-0.9444000 0.7360000 66.6778000
-0.9444000 0.7622000 66.6818000
-0.9444000 0.7774000 66.6713000
-0.9443000 0.7732000 66.6758000
-0.9443000 0.7818000 66.6422000
-0.9442000 0.7322000 66.6720000
-0.9442000 0.7435000 66.6795000
-0.9442000 0.7735000 66.6302000
-0.9440000 0.7284000 66.6696000
-0.9440000 0.7399000 66.6251000
-0.9439000 0.7283000 66.6662000
-0.9439000 0.7283000 66.6730000
-0.9439000 0.7813000 66.6600000
-0.9438000 0.7359000 66.6262000
-0.9437000 0.7689000 66.6770000
-0.9436000 0.7392000 66.6773000
-0.9436000 0.7510000 66.6222000
-0.9435000 0.7245000 66.6536000
-0.9435000 0.7583000 66.6239000
-0.9435000 0.7767000 66.6683000
-0.9435000 0.7769000 66.6366000
-0.9435000 0.7811000 66.6567000
-0.9434000 0.7244000 66.6605000
-0.9434000 0.7353000 66.6749000
-0.9434000 0.7432000 66.6244000
-0.9434000 0.7810000 66.6462000
-0.9433000 0.7243000 66.6571000
-0.9433000 0.7244000 66.6433000
-0.9433000 0.7317000 66.6345000
-0.9433000 0.7470000 66.6234000
-0.9433000 0.7541000 66.6807000
-0.9433000 0.7689000 66.6282000
-0.9433000 0.7724000 66.6729000
-0.9432000 0.7465000 66.6791000
-0.9432000 0.7503000 66.6816000
-0.9432000 0.7651000 66.6257000
-0.9431000 0.7279000 66.6355000
-0.9431000 0.7313000 66.6692000
-0.9431000 0.7426000 66.6767000
-0.9431000 0.7647000 66.6782000
-0.9430000 0.7276000 66.6633000
-0.9429000 0.7241000 66.6504000
-0.9428000 0.7573000 66.6801000
-0.9428000 0.7609000 66.6792000
-0.9428000 0.7761000 66.6652000
-0.9428000 0.7805000 66.6535000
-0.9427000 0.7239000 66.6471000
-0.9426000 0.7347000 66.6719000
-0.9426000 0.7426000 66.6283000
-0.9426000 0.7803000 66.6501000
-0.9425000 0.7272000 66.6601000
-0.9424000 0.7273000 66.6429000
-0.9424000 0.7308000 66.6661000
-0.9424000 0.7310000 66.6384000
-0.9424000 0.7497000 66.6786000
-0.9424000 0.7534000 66.6777000
-0.9424000 0.7538000 66.6254000
-0.9423000 0.7271000 66.6568000
-0.9422000 0.7270000 66.6534000
-0.9422000 0.7271000 66.6464000
-0.9422000 0.7346000 66.6306000
-0.9422000 0.7381000 66.6746000
-0.9422000 0.7458000 66.6762000
-0.9421000 0.7271000 66.6396000
-0.9420000 0.7306000 66.6422000
-0.9420000 0.7494000 66.6754000
-0.9419000 0.7269000 66.6501000
-0.9419000 0.7382000 66.6298000
-0.9419000 0.7674000 66.6745000
-0.9419000 0.7715000 66.6350000
-0.9419000 0.7756000 66.6410000
-0.9418000 0.7458000 66.6278000
-0.9418000 0.7496000 66.6268000
-0.9417000 0.7415000 66.6740000
-0.9417000 0.7604000 66.6275000
-0.9416000 0.7302000 66.6528000
-0.9416000 0.7339000 66.6690000
-0.9416000 0.7564000 66.6773000
-0.9416000 0.7635000 66.6755000
-0.9416000 0.7710000 66.6702000
-0.9415000 0.7452000 66.6731000
-0.9415000 0.7564000 66.6738000
-0.9414000 0.7302000 66.6459000
-0.9414000 0.7340000 66.6345000
-0.9414000 0.7375000 66.6716000
-0.9414000 0.7526000 66.6748000
-0.9414000 0.7749000 66.6624000
-0.9413000 0.7300000 66.6632000
-0.9413000 0.7301000 66.6494000
-0.9413000 0.7339000 66.6381000
-0.9413000 0.7488000 66.6723000
-0.9413000 0.7750000 66.6449000
-0.9413000 0.7750000 66.6484000
-0.9412000 0.7376000 66.6337000
-0.9412000 0.7376000 66.6372000
-0.9412000 0.7596000 66.6766000
-0.9411000 0.7298000 66.6565000
-0.9411000 0.7414000 66.6327000
-0.9411000 0.7634000 66.6304000
-0.9409000 0.7372000 66.6684000
-0.9409000 0.7562000 66.6289000
-0.9409000 0.7666000 66.6715000
-0.9409000 0.7669000 66.6331000
-0.9408000 0.7335000 66.6418000
-0.9408000 0.7525000 66.6299000
-0.9407000 0.7408000 66.6710000
-0.9407000 0.7449000 66.6319000
-0.9407000 0.7703000 66.6672000
-0.9407000 0.7745000 66.6522000
-0.9406000 0.7331000 66.6661000
-0.9406000 0.7446000 66.6701000
-0.9406000 0.7486000 66.6309000
-0.9406000 0.7627000 66.6726000
-0.9406000 0.7744000 66.6558000
-0.9405000 0.7331000 66.6627000
-0.9405000 0.7591000 66.6735000
