# szkennelt pontfelho, gomb
-0.9405000 0.7594000 66.6317000
-0.9405000 0.7742000 66.6594000
-0.9404000 0.7293000 66.6603000
-0.9404000 0.7331000 66.6593000
-0.9404000 0.7554000 66.6710000
-0.9402000 0.7368000 66.6412000
-0.9402000 0.7517000 66.6720000
-0.9402000 0.7661000 66.6684000
-0.9401000 0.7329000 66.6457000
-0.9401000 0.7700000 66.6396000
-0.9400000 0.7403000 66.6680000
-0.9400000 0.7625000 66.6345000
-0.9400000 0.7698000 66.6641000
-0.9399000 0.7327000 66.6561000
-0.9399000 0.7443000 66.6359000
-0.9399000 0.7661000 66.6371000
-0.9398000 0.7363000 66.6656000
-0.9397000 0.7325000 66.6528000
-0.9397000 0.7400000 66.6647000
-0.9397000 0.7402000 66.6370000
-0.9397000 0.7439000 66.6672000
-0.9397000 0.7477000 66.6697000
-0.9397000 0.7584000 66.6705000
-0.9397000 0.7621000 66.6696000
-0.9397000 0.7658000 66.6408000
-0.9396000 0.7586000 66.6357000
-0.9395000 0.7324000 66.6495000
-0.9394000 0.7360000 66.6624000
-0.9394000 0.7398000 66.6614000
-0.9394000 0.7511000 66.6689000
-0.9393000 0.7654000 66.6654000
-0.9392000 0.7359000 66.6590000
-0.9392000 0.7360000 66.6452000
-0.9392000 0.7436000 66.6398000
-0.9392000 0.7475000 66.6352000
-0.9392000 0.7548000 66.6333000
-0.9392000 0.7692000 66.6506000
-0.9391000 0.7397000 66.6581000
-0.9390000 0.7358000 66.6488000
-0.9390000 0.7433000 66.6641000
-0.9390000 0.7614000 66.6665000
-0.9390000 0.7652000 66.6621000
-0.9390000 0.7691000 66.6437000
-0.9390000 0.7691000 66.6472000
-0.9389000 0.7470000 66.6667000
-0.9389000 0.7616000 66.6387000
-0.9389000 0.7652000 66.6447000
-0.9388000 0.7394000 66.6549000
-0.9388000 0.7506000 66.6658000
-0.9388000 0.7508000 66.6345000
-0.9388000 0.7578000 66.6675000
-0.9388000 0.7613000 66.6632000
-0.9388000 0.7688000 66.6612000
-0.9388000 0.7689000 66.6543000
-0.9387000 0.7395000 66.6410000
-0.9387000 0.7541000 66.6684000
-0.9386000 0.7468000 66.6634000
-0.9386000 0.7576000 66.6607000
-0.9386000 0.7648000 66.6589000
-0.9386000 0.7686000 66.6579000
-0.9385000 0.7392000 66.6515000
-0.9385000 0.7504000 66.6625000
-0.9385000 0.7613000 66.6424000
-0.9384000 0.7353000 66.6526000
-0.9384000 0.7353000 66.6560000
-0.9384000 0.7574000 66.6642000
-0.9384000 0.7576000 66.6399000
-0.9383000 0.7609000 66.6599000
-0.9382000 0.7390000 66.6482000
-0.9382000 0.7465000 66.6602000
-0.9382000 0.7466000 66.6393000
-0.9382000 0.7610000 66.6460000
-0.9381000 0.7389000 66.6448000
-0.9381000 0.7426000 66.6611000
-0.9381000 0.7427000 66.6508000
-0.9381000 0.7428000 66.6438000
-0.9381000 0.7501000 66.6593000
-0.9381000 0.7573000 66.6575000
-0.9380000 0.7426000 66.6543000
-0.9380000 0.7427000 66.6474000
-0.9380000 0.7536000 66.6653000
-0.9380000 0.7538000 66.6375000
-0.9379000 0.7425000 66.6578000
-0.9378000 0.7462000 66.6500000
-0.9378000 0.7535000 66.6620000
-0.9378000 0.7571000 66.6437000
-0.9378000 0.7642000 66.6488000
-0.9378000 0.7642000 66.6558000
-0.9377000 0.7462000 66.6431000
-0.9377000 0.7499000 66.6386000
-0.9376000 0.7569000 66.6542000
-0.9376000 0.7641000 66.6524000
-0.9375000 0.7532000 66.6587000
-0.9374000 0.7460000 66.6467000
-0.9374000 0.7496000 66.6562000
-0.9374000 0.7603000 66.6500000
-0.9373000 0.7532000 66.6449000
-0.9373000 0.7601000 66.6570000
-0.9372000 0.7494000 66.6494000
-0.9372000 0.7494000 66.6528000
-0.9372000 0.7531000 66.6414000
-0.9372000 0.7531000 66.6553000
-0.9372000 0.7566000 66.6475000
-0.9371000 0.7457000 66.6572000
-0.9370000 0.7456000 66.6538000
-0.9370000 0.7564000 66.6511000
-0.9370000 0.7600000 66.6536000
-0.9367000 0.7491000 66.6427000
-0.9366000 0.7526000 66.6522000
-0.9365000 0.7489000 66.6462000
-0.9364000 0.7525000 66.6488000
